İl,İlçe,Alan (m2),Oda Sayısı,Bina Yaşı,Kat,Isıtma,Balkon,Asansör,Eşyalı mı?,Fiyat (TL)
Yozgat,Sarıkaya,109,4+1,0,18,Kombi,Yok,Yok,Hayır,2385025
Yozgat,Sarıkaya,99,3+1,0,1,Kombi,Var,Yok,Evet,936165
Yozgat,Sarıkaya,97,4+1,8,11,Merkezi,Yok,Yok,Evet,2093617
Yozgat,Sarıkaya,153,4+1,11,5,Merkezi,Yok,Var,Hayır,1445061
Yozgat,Sarıkaya,170,3+1,12,13,Kombi,Yok,Yok,Hayır,1121834
Yozgat,Sarıkaya,70,2+1,16,1,Soba,Yok,Yok,Evet,1194035
Yozgat,Sarıkaya,124,1+1,5,3,Merkezi,Yok,Var,Hayır,1096947
Yozgat,Sorgun,131,1+1,11,18,Merkezi,Var,Yok,Evet,1327747
Yozgat,Sorgun,103,1+1,14,2,Merkezi,Yok,Var,Hayır,1982031
Yozgat,Sorgun,121,4+1,27,12,Kombi,Var,Var,Evet,1496810
Yozgat,Sorgun,149,2+1,3,18,Merkezi,Yok,Yok,Evet,1562954
Yozgat,Sorgun,106,3+1,30,12,Kombi,Yok,Yok,Hayır,2001483
Yozgat,Sorgun,108,4+1,9,11,Soba,Var,Yok,Hayır,1206911
Yozgat,Sorgun,180,2+1,5,16,Kombi,Var,Var,Hayır,1415656
Yozgat,Sorgun,94,3+1,24,15,Soba,Var,Yok,Hayır,1232005
Yozgat,Sorgun,151,3+1,29,9,Soba,Yok,Var,Evet,2137488
Yozgat,Sorgun,109,3+1,27,17,Merkezi,Yok,Var,Evet,2061776
Yozgat,Yenifakılı,131,4+1,17,0,Soba,Yok,Var,Hayır,2495585
Yozgat,Yenifakılı,145,4+1,13,8,Soba,Yok,Var,Hayır,1041945
Yozgat,Yenifakılı,101,2+1,8,4,Merkezi,Var,Var,Hayır,1354502
Yozgat,Yenifakılı,114,2+1,27,17,Soba,Yok,Yok,Hayır,2675232
Yozgat,Yenifakılı,163,4+1,13,13,Soba,Yok,Var,Evet,1370977
Yozgat,Yenifakılı,136,2+1,28,11,Kombi,Yok,Yok,Evet,2277797
Yozgat,Yenifakılı,133,2+1,3,14,Merkezi,Yok,Var,Hayır,2635138
Yozgat,Yenifakılı,156,4+1,10,18,Kombi,Var,Yok,Hayır,1768729
Yozgat,Yenifakılı,161,4+1,15,1,Soba,Yok,Yok,Hayır,2841847
Yozgat,Yenifakılı,121,1+1,8,1,Merkezi,Yok,Yok,Evet,1403462
Yozgat,Yerköy,106,1+1,22,2,Merkezi,Yok,Yok,Hayır,2006724
Yozgat,Yerköy,64,3+1,14,10,Kombi,Yok,Yok,Evet,2896573
Yozgat,Yerköy,93,3+1,29,17,Merkezi,Yok,Yok,Hayır,2829180
Yozgat,Yerköy,109,4+1,6,7,Merkezi,Yok,Var,Evet,2250549
Yozgat,Yerköy,63,3+1,30,6,Kombi,Yok,Var,Hayır,2786548
Yozgat,Yerköy,76,2+1,15,12,Soba,Yok,Yok,Evet,1987996
Yozgat,Yerköy,167,2+1,23,20,Merkezi,Yok,Var,Evet,2589009
Yozgat,Yerköy,178,4+1,25,19,Soba,Var,Var,Hayır,2693872
Yozgat,Yerköy,147,3+1,8,17,Kombi,Yok,Var,Hayır,1069106
Yozgat,Yerköy,67,4+1,19,12,Kombi,Yok,Yok,Evet,2844111
Yozgat,Yozgat Merkez,123,4+1,21,16,Merkezi,Var,Yok,Hayır,1300913
Yozgat,Yozgat Merkez,113,3+1,18,2,Soba,Var,Yok,Evet,2625133
Yozgat,Yozgat Merkez,134,3+1,0,15,Kombi,Yok,Var,Hayır,1028109
Yozgat,Yozgat Merkez,72,4+1,19,2,Merkezi,Yok,Yok,Evet,2834168
Yozgat,Yozgat Merkez,139,2+1,6,1,Merkezi,Var,Var,Evet,1668721
Yozgat,Yozgat Merkez,87,3+1,26,18,Kombi,Var,Var,Hayır,2104230
Yozgat,Yozgat Merkez,89,2+1,26,13,Soba,Var,Yok,Hayır,1247453
Yozgat,Yozgat Merkez,130,1+1,2,12,Soba,Yok,Var,Evet,1600091
Yozgat,Yozgat Merkez,133,3+1,13,8,Kombi,Var,Var,Evet,1502610
Yozgat,Yozgat Merkez,130,4+1,19,3,Merkezi,Yok,Yok,Hayır,1235184
Yozgat,Çandır,70,2+1,0,6,Kombi,Var,Yok,Hayır,2658868
Yozgat,Çandır,147,4+1,20,18,Merkezi,Var,Var,Hayır,1657640
Yozgat,Çandır,131,2+1,23,15,Merkezi,Yok,Var,Hayır,2467618
Yozgat,Çandır,91,4+1,23,15,Kombi,Yok,Yok,Evet,1867101
Yozgat,Çandır,61,2+1,27,14,Merkezi,Var,Var,Hayır,1690300
Yozgat,Çandır,164,1+1,12,5,Merkezi,Var,Yok,Hayır,1680717
Yozgat,Çandır,80,4+1,14,19,Soba,Var,Yok,Hayır,3003401
Yozgat,Çandır,91,4+1,4,12,Soba,Yok,Yok,Evet,2998135
Yozgat,Çandır,172,3+1,27,19,Kombi,Var,Yok,Hayır,1560570
Yozgat,Çandır,124,4+1,15,8,Merkezi,Yok,Var,Evet,2081291
Yozgat,Çayıralan,62,4+1,12,5,Soba,Yok,Yok,Hayır,1596451
Yozgat,Çayıralan,166,3+1,3,10,Merkezi,Var,Var,Evet,1460445
Yozgat,Çayıralan,62,3+1,0,8,Kombi,Var,Yok,Evet,1138064
Yozgat,Çayıralan,77,3+1,7,7,Merkezi,Var,Var,Hayır,2370858
Yozgat,Çayıralan,116,1+1,9,19,Merkezi,Var,Yok,Hayır,997878
Yozgat,Çayıralan,70,2+1,11,6,Kombi,Var,Var,Evet,2191016
Yozgat,Çayıralan,125,3+1,11,12,Merkezi,Var,Var,Evet,2859310
Yozgat,Çayıralan,67,1+1,23,2,Soba,Yok,Yok,Evet,1201431
Yozgat,Çayıralan,175,4+1,11,13,Kombi,Yok,Var,Evet,1645465
Yozgat,Çayıralan,180,1+1,22,14,Kombi,Yok,Var,Evet,2879771
Yozgat,Çekerek,163,1+1,2,0,Kombi,Yok,Var,Hayır,1506944
Yozgat,Çekerek,69,2+1,29,5,Soba,Yok,Var,Evet,2559330
Yozgat,Çekerek,69,2+1,16,12,Merkezi,Yok,Yok,Hayır,1064108
Yozgat,Çekerek,81,3+1,27,2,Merkezi,Var,Yok,Evet,1973961
Yozgat,Çekerek,166,4+1,2,2,Soba,Var,Var,Hayır,2276908
Yozgat,Çekerek,66,1+1,28,10,Soba,Var,Var,Evet,2200839
Yozgat,Çekerek,138,4+1,1,4,Merkezi,Yok,Var,Hayır,2928241
Yozgat,Çekerek,122,4+1,13,1,Merkezi,Yok,Yok,Hayır,1461157
Yozgat,Çekerek,100,4+1,11,0,Merkezi,Var,Var,Hayır,2509705
Yozgat,Çekerek,170,3+1,24,1,Merkezi,Yok,Yok,Evet,2895708
Yozgat,Şefaatli,103,3+1,28,3,Soba,Var,Yok,Hayır,1277331
Yozgat,Şefaatli,161,1+1,9,17,Soba,Var,Yok,Evet,2425292
Yozgat,Şefaatli,131,1+1,30,2,Soba,Yok,Yok,Hayır,2875866
Yozgat,Şefaatli,65,2+1,12,15,Soba,Yok,Yok,Evet,1952647
Yozgat,Şefaatli,94,3+1,2,9,Merkezi,Var,Yok,Evet,2550995
Yozgat,Şefaatli,123,1+1,16,17,Kombi,Yok,Var,Evet,2240035
Yozgat,Şefaatli,164,1+1,7,14,Soba,Yok,Var,Hayır,3012256
Yozgat,Şefaatli,92,4+1,1,9,Kombi,Yok,Var,Hayır,2973143
Yozgat,Şefaatli,74,3+1,4,0,Merkezi,Yok,Var,Hayır,875300
Yozgat,Şefaatli,65,4+1,17,2,Merkezi,Var,Yok,Hayır,2801421
Zonguldak,Alaplı,145,2+1,19,20,Merkezi,Yok,Yok,Evet,1385040
Zonguldak,Alaplı,100,3+1,3,14,Kombi,Yok,Var,Evet,2419700
Zonguldak,Alaplı,115,1+1,2,14,Merkezi,Var,Var,Evet,2611075
Zonguldak,Alaplı,176,4+1,17,8,Kombi,Yok,Yok,Hayır,4040960
Zonguldak,Alaplı,115,1+1,16,20,Merkezi,Yok,Yok,Evet,2553345
Zonguldak,Alaplı,114,4+1,4,2,Soba,Var,Var,Evet,2030340
Zonguldak,Alaplı,135,1+1,8,6,Kombi,Var,Var,Hayır,1780785
Zonguldak,Alaplı,117,2+1,23,11,Soba,Yok,Var,Evet,2557035
Zonguldak,Alaplı,166,4+1,29,8,Soba,Var,Var,Evet,1572352
Zonguldak,Alaplı,104,3+1,25,9,Soba,Yok,Yok,Evet,1140672
Zonguldak,Devrek,82,2+1,10,12,Kombi,Var,Var,Hayır,913972
Zonguldak,Devrek,155,1+1,27,17,Soba,Var,Var,Hayır,3733175
Zonguldak,Devrek,165,1+1,25,2,Merkezi,Var,Var,Hayır,2622675
Zonguldak,Devrek,118,1+1,7,11,Merkezi,Yok,Var,Hayır,1420484
Zonguldak,Devrek,110,4+1,28,12,Kombi,Yok,Yok,Evet,2943710
Zonguldak,Devrek,111,3+1,17,12,Soba,Var,Yok,Evet,1370850
Zonguldak,Devrek,159,3+1,7,12,Soba,Yok,Var,Evet,1587774
Zonguldak,Devrek,139,2+1,5,10,Merkezi,Yok,Var,Evet,2875632
Zonguldak,Devrek,138,3+1,0,19,Merkezi,Yok,Var,Hayır,1542150
Zonguldak,Devrek,164,2+1,20,9,Kombi,Var,Var,Evet,3660480
Zonguldak,Ereğli,109,3+1,17,9,Soba,Yok,Var,Evet,969555
Zonguldak,Ereğli,156,1+1,8,13,Kombi,Var,Yok,Hayır,1254552
Zonguldak,Ereğli,150,4+1,28,1,Merkezi,Yok,Var,Hayır,3033150
Zonguldak,Ereğli,139,1+1,9,9,Merkezi,Var,Yok,Evet,1374710
Zonguldak,Ereğli,93,4+1,0,4,Merkezi,Var,Var,Hayır,2040513
Zonguldak,Ereğli,93,3+1,3,6,Kombi,Var,Yok,Evet,1104375
Zonguldak,Ereğli,174,3+1,29,15,Merkezi,Yok,Yok,Evet,4482936
Zonguldak,Ereğli,125,1+1,17,9,Kombi,Yok,Yok,Evet,2567875
Zonguldak,Ereğli,80,2+1,16,10,Kombi,Yok,Var,Hayır,1465040
Zonguldak,Ereğli,88,2+1,0,11,Soba,Var,Yok,Evet,1625536
Zonguldak,Gökçebey,167,3+1,28,1,Kombi,Var,Yok,Evet,2719762
Zonguldak,Gökçebey,119,1+1,2,14,Soba,Yok,Yok,Evet,2361317
Zonguldak,Gökçebey,75,2+1,27,19,Soba,Var,Yok,Evet,1860450
Zonguldak,Gökçebey,63,3+1,23,2,Merkezi,Var,Var,Evet,510678
Zonguldak,Gökçebey,123,3+1,20,1,Merkezi,Yok,Var,Hayır,2708214
Zonguldak,Gökçebey,134,2+1,6,4,Merkezi,Yok,Var,Hayır,3538538
Zonguldak,Gökçebey,133,3+1,14,7,Soba,Yok,Var,Evet,3536470
Zonguldak,Gökçebey,179,2+1,21,11,Kombi,Var,Var,Hayır,1732362
Zonguldak,Gökçebey,106,4+1,6,13,Kombi,Yok,Var,Evet,1895810
Zonguldak,Gökçebey,166,1+1,6,15,Kombi,Yok,Var,Evet,4837406
Zonguldak,Kilimli,100,1+1,18,7,Merkezi,Yok,Yok,Evet,2211200
Zonguldak,Kilimli,98,2+1,30,13,Merkezi,Var,Var,Hayır,1795850
Zonguldak,Kilimli,148,3+1,11,13,Soba,Var,Yok,Evet,3817512
Zonguldak,Kilimli,134,3+1,3,9,Merkezi,Var,Var,Hayır,3782686
Zonguldak,Kilimli,130,4+1,28,13,Kombi,Var,Var,Evet,1885390
Zonguldak,Kilimli,61,3+1,4,6,Kombi,Var,Var,Evet,1810053
Zonguldak,Kilimli,132,4+1,0,4,Merkezi,Var,Var,Hayır,1125828
Zonguldak,Kilimli,93,1+1,0,9,Kombi,Yok,Yok,Hayır,2313654
Zonguldak,Kilimli,98,4+1,1,15,Soba,Var,Yok,Evet,1298402
Zonguldak,Kilimli,119,3+1,15,16,Soba,Yok,Yok,Evet,2563617
Zonguldak,Kozlu,124,1+1,11,6,Merkezi,Var,Var,Evet,1809656
Zonguldak,Kozlu,84,1+1,18,14,Kombi,Var,Var,Hayır,1949472
Zonguldak,Kozlu,123,1+1,20,14,Merkezi,Var,Yok,Evet,1404414
Zonguldak,Kozlu,60,4+1,26,6,Merkezi,Yok,Var,Evet,1312860
Zonguldak,Kozlu,129,4+1,0,0,Merkezi,Yok,Var,Evet,3087744
Zonguldak,Kozlu,135,1+1,9,5,Merkezi,Var,Yok,Hayır,2506680
Zonguldak,Kozlu,124,1+1,13,17,Kombi,Yok,Var,Evet,3557064
Zonguldak,Kozlu,96,1+1,21,19,Soba,Yok,Yok,Evet,1450368
Zonguldak,Kozlu,75,1+1,17,1,Soba,Var,Yok,Evet,2118300
Zonguldak,Kozlu,129,3+1,28,8,Merkezi,Yok,Var,Hayır,3289113
Zonguldak,Zonguldak Merkez,91,2+1,8,13,Merkezi,Yok,Yok,Evet,1881607
Zonguldak,Zonguldak Merkez,67,2+1,3,6,Kombi,Var,Yok,Hayır,1447133
Zonguldak,Zonguldak Merkez,98,1+1,10,20,Soba,Yok,Yok,Evet,2840236
Zonguldak,Zonguldak Merkez,63,4+1,23,17,Kombi,Var,Yok,Evet,1830150
Zonguldak,Zonguldak Merkez,159,3+1,22,7,Merkezi,Var,Var,Hayır,4011888
Zonguldak,Zonguldak Merkez,127,4+1,0,9,Kombi,Yok,Yok,Hayır,3265297
Zonguldak,Zonguldak Merkez,141,1+1,7,20,Soba,Yok,Var,Evet,2438736
Zonguldak,Zonguldak Merkez,164,2+1,3,15,Soba,Yok,Yok,Evet,2763400
Zonguldak,Zonguldak Merkez,121,3+1,30,8,Kombi,Var,Var,Hayır,3127366
Zonguldak,Zonguldak Merkez,80,4+1,7,1,Merkezi,Yok,Yok,Hayır,993520
Zonguldak,Çaycuma,64,3+1,26,0,Merkezi,Yok,Yok,Hayır,540416
Zonguldak,Çaycuma,157,1+1,10,14,Merkezi,Yok,Yok,Hayır,1970507
Zonguldak,Çaycuma,74,4+1,16,10,Merkezi,Yok,Var,Hayır,1425166
Zonguldak,Çaycuma,144,3+1,4,8,Merkezi,Yok,Yok,Hayır,1975392
Zonguldak,Çaycuma,138,2+1,18,19,Kombi,Yok,Var,Evet,3003294
Zonguldak,Çaycuma,120,3+1,1,13,Soba,Var,Var,Hayır,1981440
Zonguldak,Çaycuma,73,2+1,16,5,Merkezi,Var,Yok,Evet,1149896
Zonguldak,Çaycuma,138,2+1,25,6,Soba,Yok,Var,Evet,2723430
Zonguldak,Çaycuma,142,3+1,13,20,Soba,Yok,Var,Hayır,3140188
Zonguldak,Çaycuma,71,1+1,7,11,Merkezi,Yok,Yok,Hayır,2060278
Çanakkale,Ayvacık,130,1+1,17,9,Kombi,Yok,Var,Hayır,3509090
Çanakkale,Ayvacık,80,4+1,4,15,Kombi,Yok,Var,Hayır,722400
Çanakkale,Ayvacık,66,1+1,4,13,Merkezi,Yok,Yok,Evet,1794144
Çanakkale,Ayvacık,162,4+1,2,9,Soba,Var,Var,Evet,1545156
Çanakkale,Ayvacık,136,1+1,13,12,Merkezi,Yok,Yok,Hayır,2473840
Çanakkale,Ayvacık,179,2+1,1,1,Kombi,Yok,Yok,Hayır,2196151
Çanakkale,Ayvacık,143,4+1,23,9,Soba,Var,Var,Hayır,1991561
Çanakkale,Ayvacık,165,2+1,10,17,Soba,Yok,Var,Evet,4018245
Çanakkale,Ayvacık,159,2+1,5,3,Merkezi,Yok,Yok,Hayır,4239417
Çanakkale,Ayvacık,173,1+1,1,14,Kombi,Yok,Var,Evet,4188157
Çanakkale,Bayramiç,71,2+1,21,8,Kombi,Var,Yok,Evet,620185
Çanakkale,Bayramiç,112,3+1,5,4,Merkezi,Yok,Yok,Evet,2034032
Çanakkale,Bayramiç,166,3+1,24,13,Merkezi,Var,Yok,Hayır,1659004
Çanakkale,Bayramiç,168,3+1,6,9,Merkezi,Yok,Yok,Evet,1793568
Çanakkale,Bayramiç,112,1+1,5,16,Merkezi,Yok,Var,Hayır,2156112
Çanakkale,Bayramiç,105,4+1,29,10,Soba,Var,Var,Hayır,1079925
Çanakkale,Bayramiç,146,3+1,28,10,Kombi,Var,Var,Evet,1641478
Çanakkale,Bayramiç,111,3+1,23,7,Kombi,Var,Var,Hayır,2553777
Çanakkale,Bayramiç,150,3+1,9,20,Merkezi,Var,Var,Evet,4115400
Çanakkale,Bayramiç,149,3+1,11,14,Soba,Yok,Yok,Hayır,1454538
Çanakkale,Biga,97,4+1,30,14,Kombi,Yok,Yok,Hayır,2747719
Çanakkale,Biga,121,2+1,25,16,Kombi,Yok,Var,Evet,2593877
Çanakkale,Biga,117,1+1,0,1,Soba,Yok,Yok,Hayır,1602081
Çanakkale,Biga,138,2+1,18,18,Kombi,Var,Yok,Hayır,1696986
Çanakkale,Biga,75,2+1,16,4,Merkezi,Yok,Yok,Hayır,723600
Çanakkale,Biga,177,2+1,9,16,Soba,Var,Var,Hayır,5146806
Çanakkale,Biga,106,4+1,18,18,Soba,Var,Yok,Hayır,1641940
Çanakkale,Biga,93,3+1,28,12,Merkezi,Var,Var,Evet,1618014
Çanakkale,Biga,86,3+1,8,1,Soba,Yok,Var,Evet,1855794
Çanakkale,Biga,169,2+1,2,7,Soba,Yok,Yok,Evet,3138837
Çanakkale,Bozcaada,179,4+1,17,20,Merkezi,Yok,Var,Hayır,2659403
Çanakkale,Bozcaada,148,1+1,4,16,Kombi,Var,Var,Evet,2068892
Çanakkale,Bozcaada,110,3+1,20,4,Kombi,Var,Yok,Hayır,1826440
Çanakkale,Bozcaada,158,4+1,17,16,Soba,Var,Yok,Hayır,1532284
Çanakkale,Bozcaada,122,1+1,11,0,Merkezi,Var,Yok,Evet,3528362
Çanakkale,Bozcaada,111,2+1,12,6,Kombi,Yok,Yok,Evet,1816737
Çanakkale,Bozcaada,151,2+1,4,13,Merkezi,Yok,Var,Evet,3662203
Çanakkale,Bozcaada,137,1+1,8,15,Kombi,Yok,Var,Hayır,3808600
Çanakkale,Bozcaada,178,4+1,15,10,Kombi,Var,Yok,Evet,3691720
Çanakkale,Bozcaada,132,1+1,25,16,Merkezi,Yok,Yok,Hayır,1521432
Çanakkale,Eceabat,170,2+1,16,11,Merkezi,Var,Var,Hayır,2177700
Çanakkale,Eceabat,155,1+1,3,13,Merkezi,Var,Yok,Hayır,2082735
Çanakkale,Eceabat,121,3+1,14,17,Soba,Yok,Var,Hayır,3516502
Çanakkale,Eceabat,102,2+1,6,6,Kombi,Yok,Var,Evet,3039090
Çanakkale,Eceabat,87,3+1,26,15,Merkezi,Yok,Var,Hayır,966135
Çanakkale,Eceabat,169,4+1,12,11,Soba,Var,Var,Evet,1464892
Çanakkale,Eceabat,162,1+1,25,1,Kombi,Yok,Yok,Hayır,4814964
Çanakkale,Eceabat,138,3+1,28,16,Soba,Yok,Var,Evet,2691276
Çanakkale,Eceabat,75,2+1,30,10,Kombi,Var,Yok,Evet,834825
Çanakkale,Eceabat,138,1+1,10,6,Merkezi,Yok,Var,Evet,3619464
Çanakkale,Ezine,119,2+1,22,15,Merkezi,Yok,Var,Evet,2493050
Çanakkale,Ezine,176,4+1,10,6,Kombi,Var,Yok,Evet,5262224
Çanakkale,Ezine,93,2+1,17,15,Kombi,Var,Yok,Hayır,2103288
Çanakkale,Ezine,137,2+1,23,3,Merkezi,Yok,Yok,Hayır,1612353
Çanakkale,Ezine,135,4+1,21,8,Merkezi,Yok,Var,Hayır,4040010
Çanakkale,Ezine,85,3+1,0,18,Soba,Var,Yok,Hayır,2531725
Çanakkale,Ezine,69,3+1,14,7,Soba,Yok,Yok,Evet,2014938
Çanakkale,Ezine,116,1+1,10,3,Soba,Var,Yok,Evet,3384648
Çanakkale,Ezine,176,1+1,25,0,Kombi,Var,Yok,Hayır,2160928
Çanakkale,Ezine,62,4+1,11,18,Kombi,Yok,Yok,Hayır,1337588
Çanakkale,Gelibolu,114,1+1,19,13,Merkezi,Yok,Yok,Evet,1256508
Çanakkale,Gelibolu,152,3+1,1,8,Kombi,Yok,Var,Evet,1221016
Çanakkale,Gelibolu,83,4+1,20,11,Merkezi,Yok,Yok,Hayır,1918960
Çanakkale,Gelibolu,107,4+1,27,20,Merkezi,Yok,Yok,Evet,1344241
Çanakkale,Gelibolu,135,4+1,15,9,Kombi,Var,Yok,Evet,2996325
Çanakkale,Gelibolu,126,3+1,19,0,Soba,Var,Var,Evet,1233036
Çanakkale,Gelibolu,138,3+1,28,13,Soba,Var,Var,Hayır,3298200
Çanakkale,Gelibolu,141,1+1,27,13,Kombi,Yok,Yok,Evet,3266406
Çanakkale,Gelibolu,88,1+1,10,6,Merkezi,Var,Var,Hayır,2227016
Çanakkale,Gelibolu,68,4+1,4,18,Kombi,Var,Yok,Evet,1327428
Çanakkale,Gökçeada,171,1+1,15,3,Kombi,Yok,Yok,Evet,3594078
Çanakkale,Gökçeada,137,1+1,7,13,Merkezi,Var,Yok,Evet,2304340
Çanakkale,Gökçeada,75,1+1,14,18,Soba,Yok,Yok,Hayır,1098225
Çanakkale,Gökçeada,73,3+1,13,14,Kombi,Yok,Var,Hayır,1232532
Çanakkale,Gökçeada,138,4+1,26,2,Kombi,Var,Var,Evet,3424194
Çanakkale,Gökçeada,145,4+1,17,16,Merkezi,Yok,Yok,Evet,2376115
Çanakkale,Gökçeada,159,2+1,14,11,Soba,Yok,Yok,Hayır,2193882
Çanakkale,Gökçeada,117,3+1,29,16,Kombi,Var,Var,Evet,3120741
Çanakkale,Gökçeada,151,4+1,2,10,Merkezi,Yok,Yok,Hayır,1286822
Çanakkale,Gökçeada,74,2+1,27,6,Merkezi,Yok,Var,Evet,751100
Çanakkale,Lapseki,166,3+1,12,14,Soba,Var,Yok,Evet,4241798
Çanakkale,Lapseki,80,2+1,30,9,Merkezi,Yok,Var,Evet,1818000
Çanakkale,Lapseki,70,4+1,25,10,Kombi,Yok,Var,Evet,2075360
Çanakkale,Lapseki,73,3+1,29,18,Merkezi,Var,Yok,Evet,1116681
Çanakkale,Lapseki,75,1+1,11,3,Soba,Var,Var,Hayır,2025900
Çanakkale,Lapseki,162,1+1,0,8,Merkezi,Var,Yok,Hayır,2916486
Çanakkale,Lapseki,96,3+1,1,11,Soba,Var,Yok,Evet,2670624
Çanakkale,Lapseki,157,2+1,19,8,Kombi,Yok,Var,Evet,4457073
Çanakkale,Lapseki,147,2+1,13,17,Soba,Var,Var,Hayır,1416639
Çanakkale,Lapseki,141,4+1,26,16,Kombi,Yok,Yok,Evet,3109614
Çanakkale,Yenice,174,4+1,27,12,Kombi,Var,Yok,Hayır,2259216
Çanakkale,Yenice,166,3+1,5,0,Merkezi,Yok,Var,Evet,3189856
Çanakkale,Yenice,154,3+1,17,4,Merkezi,Var,Yok,Hayır,3676904
Çanakkale,Yenice,151,3+1,22,15,Kombi,Yok,Var,Evet,2348352
Çanakkale,Yenice,67,2+1,2,11,Kombi,Yok,Var,Hayır,1298996
Çanakkale,Yenice,135,4+1,5,4,Soba,Yok,Yok,Hayır,2935035
Çanakkale,Yenice,93,1+1,19,8,Soba,Yok,Var,Evet,1849863
Çanakkale,Yenice,69,1+1,2,0,Kombi,Yok,Var,Evet,1145124
Çanakkale,Yenice,179,2+1,4,14,Merkezi,Yok,Var,Hayır,4817785
Çanakkale,Yenice,99,2+1,13,16,Kombi,Var,Yok,Hayır,1648152
Çanakkale,Çan,85,3+1,8,17,Kombi,Var,Var,Evet,1006400
Çanakkale,Çan,75,3+1,20,10,Merkezi,Yok,Yok,Evet,1510875
Çanakkale,Çan,171,1+1,6,19,Soba,Yok,Yok,Evet,2248137
Çanakkale,Çan,175,2+1,15,11,Kombi,Var,Yok,Evet,2073225
Çanakkale,Çan,119,3+1,28,5,Merkezi,Var,Var,Evet,2038946
Çanakkale,Çan,90,3+1,22,4,Kombi,Var,Yok,Hayır,2418930
Çanakkale,Çan,173,4+1,10,13,Kombi,Var,Yok,Evet,2646381
Çanakkale,Çan,107,1+1,0,13,Soba,Yok,Yok,Hayır,2690408
Çanakkale,Çan,65,3+1,25,16,Kombi,Yok,Var,Hayır,1672385
Çanakkale,Çan,80,4+1,5,11,Soba,Yok,Yok,Evet,2151360
Çanakkale,Çanakkale Merkez,84,4+1,0,13,Kombi,Yok,Yok,Evet,1719396
Çanakkale,Çanakkale Merkez,62,1+1,11,11,Soba,Var,Var,Hayır,787710
Çanakkale,Çanakkale Merkez,156,2+1,29,2,Merkezi,Yok,Yok,Evet,1572636
Çanakkale,Çanakkale Merkez,70,3+1,6,4,Soba,Yok,Var,Evet,1249780
Çanakkale,Çanakkale Merkez,158,1+1,26,9,Merkezi,Yok,Yok,Hayır,4084616
Çanakkale,Çanakkale Merkez,125,4+1,6,15,Kombi,Var,Yok,Hayır,1032250
Çanakkale,Çanakkale Merkez,127,1+1,27,10,Kombi,Var,Var,Evet,1640332
Çanakkale,Çanakkale Merkez,143,2+1,21,19,Merkezi,Yok,Yok,Hayır,2058914
Çanakkale,Çanakkale Merkez,157,4+1,25,12,Merkezi,Yok,Yok,Evet,2071458
Çanakkale,Çanakkale Merkez,140,3+1,29,12,Kombi,Var,Var,Evet,3604720
Çankırı,Atkaracalar,172,2+1,25,8,Merkezi,Yok,Yok,Evet,4690440
Çankırı,Atkaracalar,132,4+1,3,6,Soba,Var,Yok,Evet,3473844
Çankırı,Atkaracalar,146,4+1,1,13,Soba,Var,Yok,Hayır,1523072
Çankırı,Atkaracalar,64,4+1,21,16,Kombi,Var,Var,Evet,1311232
Çankırı,Atkaracalar,78,4+1,0,9,Soba,Var,Yok,Hayır,1890096
Çankırı,Atkaracalar,161,1+1,24,1,Kombi,Yok,Var,Evet,3188766
Çankırı,Atkaracalar,108,3+1,20,20,Merkezi,Var,Yok,Evet,2921076
Çankırı,Atkaracalar,109,3+1,2,4,Kombi,Yok,Var,Evet,2830730
Çankırı,Atkaracalar,173,4+1,24,0,Soba,Var,Var,Evet,3993878
Çankırı,Atkaracalar,72,3+1,19,5,Kombi,Yok,Var,Evet,1552680
Çankırı,Bayramören,125,1+1,16,20,Merkezi,Yok,Yok,Hayır,1857750
Çankırı,Bayramören,162,4+1,4,3,Kombi,Var,Yok,Hayır,3927690
Çankırı,Bayramören,169,4+1,6,17,Kombi,Var,Var,Evet,3037775
Çankırı,Bayramören,89,3+1,22,7,Kombi,Yok,Yok,Hayır,1807946
Çankırı,Bayramören,125,3+1,5,3,Soba,Var,Var,Evet,3152875
Çankırı,Bayramören,168,4+1,8,14,Kombi,Var,Var,Evet,2021208
Çankırı,Bayramören,80,4+1,11,19,Soba,Yok,Yok,Hayır,659280
Çankırı,Bayramören,87,1+1,4,6,Kombi,Var,Var,Hayır,2200665
Çankırı,Bayramören,74,4+1,25,0,Merkezi,Var,Var,Evet,1789690
Çankırı,Bayramören,169,3+1,16,17,Soba,Var,Var,Hayır,4735718
Çankırı,Eldivan,163,2+1,0,13,Kombi,Var,Yok,Evet,3339218
Çankırı,Eldivan,104,2+1,27,14,Kombi,Yok,Var,Evet,864968
Çankırı,Eldivan,133,3+1,7,3,Kombi,Var,Var,Hayır,3687425
Çankırı,Eldivan,144,2+1,24,10,Kombi,Var,Yok,Evet,1888560
Çankırı,Eldivan,84,1+1,2,6,Soba,Yok,Var,Evet,754236
Çankırı,Eldivan,168,1+1,26,19,Merkezi,Var,Var,Hayır,3480792
Çankırı,Eldivan,138,4+1,2,7,Merkezi,Var,Yok,Hayır,1749840
Çankırı,Eldivan,174,4+1,5,1,Soba,Yok,Yok,Evet,4649802
Çankırı,Eldivan,130,1+1,13,6,Soba,Yok,Var,Evet,1920880
Çankırı,Eldivan,106,1+1,3,12,Soba,Var,Yok,Evet,1978384
